campaign_id,category,region,is_brand,budget_daily,start_date,end_date
985,edtech,LATAM,0,14.5,2026-01-27,2026-02-24
986,media,LATAM,1,77.47,2026-01-23,2026-03-16
987,edtech,MEA,0,59.48,2026-01-28,2026-03-29
988,games,US,0,24.96,2026-01-19,2026-02-15
989,finance,US,1,19.98,2026-01-26,2026-04-10
990,auto,MEA,0,22.37,2026-01-06,2026-02-19
991,games,APAC,0,28.76,2026-01-03,2026-03-30
992,edtech,APAC,0,75.19,2026-01-17,2026-01-31
993,finance,US,0,32.97,2026-01-25,2026-02-27
994,travel,LATAM,0,40.78,2026-01-23,2026-03-30
995,edtech,LATAM,0,55.62,2026-01-16,2026-04-07
996,media,EU,1,10.82,2026-01-16,2026-02-10
997,edtech,APAC,0,41.61,2026-01-19,2026-04-17
998,games,MEA,0,19.96,2026-01-27,2026-02-19
999,food,US,1,4.22,2026-01-26,2026-03-08
1000,edtech,US,0,5.53,2026-01-04,2026-02-06
